cellDN,controllerName,mcc,mnc,cellId,,,cellLac,cellExpectedCellRadius,cellType,cellDeploymentType,cellSectorIdentifier,cellBtsId,cellTechnology,siteIdentifier,cellid,siteAddress,siteTopologyName,siteT,siteLocationLongitude,siteLocationLatitude,siteLocationGroundHeight,antennaType,antennaAttenuationPattern,antennaGsmPropagationModel,antennaWcdmaPropagationModel,antennaEffectiveHeight,antennaBearing,antennaTilt,antennaLocationLongitude,antennaLocationLatitude,antennaState,cellName,antennaId,antennaHorBeamwidth,antennaTotalTilt,antennaVerBeamwidth,antennaDirectivity,antennaLineLoss
PLMN-PLMN/EXCCG-1/EXGCE-659393,EXCCG-1,639,2,9704,4,,2123,,,,,,GSM,13626_CO_EL0970,13626_CO_EL09704,13626_CO_EL0970,13626_CO_EL0970,13626,39.68837852,-4.004312147,,K742211_1800_06V,,,,21,17,0,39.68837852,-4.004312147, ,13626_CO_EL0970-VIKWATANI_OUTB-4,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635684,EXCCG-1,639,2,19075,5,,4081,,,,,,GSM,,5,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 4081 19075,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502631696,EXCCG-1,639,2,8200,0,,2036,,,,,,GSM,,0,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,12586_NE_EL0820-Museve_OUTH-0,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502631817,EXCCG-1,639,2,17392,2,,892,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,16430_RV_WL1739-Koruma-2,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632416,EXCCG-1,639,2,9844,4,,9998,,,,,,GSM,,4,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14634_RV_WU0984-Kapsara_OUTN_MGF-4,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632022,EXCCG-1,639,2,11132,2,,2027,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,15220_NE_EC1113-Kivaani_OUTE_MGF-2,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635488,EXCCG-1,639,2,14942,2,,2018,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,13444_NE_EL1494-Telkom_Iremito_OUTE_MGF-2,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-488097,EXCCG-1,639,2,13311,1,,4103,,,,,,GSM,14107_NE_NM1331,14107_NE_NM13311,14107_NE_NM1331-Nazarene_University_OUTN_MGF,14107_NE_NM1331-Nazarene_University_OUTN_MGF,14107,36.79,-1.400777778,18.24,K80010868_900_02V,,,,18.24,185,0,36.79,-1.400777778, ,14107_NE_NM1331-Nazarene_University_OUTN-1,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502636167,EXCCG-1,639,2,8752,2,,9999,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 9999 8752,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632242,EXCCG-1,639,2,15871,1,,5096,,,,,,GSM,,1,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14830_WN_WL1587-Iranda_OUTL_MGF-1,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634591,EXCCG-1,639,2,10594,4,,5083,,,,,,GSM,,4,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14857_WN_WU1059-Kaptama_OUTL-4,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502631796,EXCCG-1,639,2,17526,6,,892,,,,,,GSM,,6,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,15537_RV_WL1752-Chemamul-6,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-488037,EXCCG-1,639,2,11104,4,,2125,,,,,,GSM,13151_CO_EL1110,13151_CO_EL11104,13151_CO_EL1110,13151_CO_EL1110,13151,39.66921154,-4.069306209,27,K80010825_1800Mhz_05V,,,,32,0,0,39.66921154,-4.069306209, ,13151_CO_EL1110-MOMBASA_WOMEN_ASSOCIATION_OUTB-4,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-655378,EXCCG-1,639,2,18371,1,,5020,,,,,,GSM,15579_RV_WU1837,15579_RV_WU18371,15579_RV_WU1837-Koitugum_Hill_OUTL_MGF,15579_RV_WU1837-Koitugum_Hill_OUTL_MGF,15579,35.38304167,0.961183333,35,K80010306_900_07V,,,,35,240,0,35.38304167,0.961183333, ,15579_RV_WU1837-Koitugum_Hill_OUTN-1,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-658052,EXCCG-1,639,2,9176,6,,2123,,,,,,GSM,13063_CO_EL0917,13063_CO_EL09176,13063_CO_EL0917,13063_CO_EL0917,13063,39.68004499,-3.975425915,,K742211_1800_06V,,,,30,340,0,39.68004499,-3.975425915, ,13063_CO_EL0917-NGUU_TATU_OUTB-6,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635288,EXCCG-1,639,2,12272,2,,638,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,15738_CO_EL1227-EATON_Serena_Kilaguni_OUTB-2,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632668,EXCCG-1,639,2,4766,6,,2074,,,,,,GSM,,6,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 2074 4766,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502631901,EXCCG-1,639,2,10955,5,,2066,,,,,,GSM,,5,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14676_CO_EL1095-MWARENI_OUTB-5,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635769,EXCCG-1,639,2,11242,2,,5044,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 5044 11242,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632277,EXCCG-1,639,2,17926,6,,895,,,,,,GSM,,6,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,13371_WN_WL1792-Airtel_Nyangiti-6,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632560,EXCCG-1,639,2,10706,6,,892,,,,,,GSM,,6,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,15470_RV_WU1070-Kitale_Big_Tree_OUTN_MGF-6,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634725,EXCCG-1,639,2,8095,5,,5016,,,,,,GSM,,5,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,12736_RV_WU0809-Lodwar_OUTH-5,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502631573,EXCCG-1,639,2,11612,2,,2045,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,13944_NE_EL1161-Mulutu_OUTH-2,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-488199,EXCCG-1,639,2,11324,4,,2125,,,,,,GSM,13171_CO_EL1132,13171_CO_EL11324,13171_CO_EL1132,13171_CO_EL1132,13171,39.65087785,-4.078472055,35,K80010965_1805MHz_03V,,,,25,20,0,39.65087785,-4.078472055, ,13171_CO_EL1132-Migombani_OUTB-4,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-488158,EXCCG-1,639,2,10072,2,,2121,,,,,,GSM,13774_CO_EL1007,13774_CO_EL10072,13774_CO_EL1007,13774_CO_EL1007,13774,39.6872674,-4.025699077,26,K80010868_900_06V,,,,31,248,2,39.6872674,-4.025699077, ,13774_CO_EL1007-MOMBASA_BARSHEBA_OUTB-2,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502636027,EXCCG-1,639,2,9576,6,,5115,,,,,,GSM,,6,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14303_RV_WU0957-Kapenguria_Makutano_OUTD_MGF-6,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-655098,EXCCG-1,639,2,9616,6,,2124,,,,,,GSM,13070_CO_EL0961,13070_CO_EL09616,13070_CO_EL0961-NYALI_BEACH_HOTEL_OUTB_MGF,13070_CO_EL0961-NYALI_BEACH_HOTEL_OUTB_MGF,13070,39.70560113,-4.048474747,28,K742211_1800_06V,,,,28,270,0,39.70560113,-4.048474747, ,13070_CO_EL0961-NYALI_BEACH_HOTEL_OUTB-6,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502636125,EXCCG-1,639,2,11436,6,,2014,,,,,,GSM,,6,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,13927_NE_EL1143-Oloitoktok_Kamukunji_OUTE_MGF-6,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632287,EXCCG-1,639,2,18545,5,,895,,,,,,GSM,,5,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,16405_WN_WL1854-Itierio-5,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632615,EXCCG-1,639,2,12144,4,,892,,,,,,GSM,,4,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 892 12144,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632044,EXCCG-1,639,2,11135,5,,2027,,,,,,GSM,,5,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,15220_NE_EC1113-Kivaani_OUTE_MGF-5,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-90   13982,EXCCG-1,639,2,12592,2,,5037,,,,,,GSM,12751_RV_WL1259,12751_RV_WL12592,12751_RV_WL1259-Mau_Summit_OUTN_MGF,12751_RV_WL1259-Mau_Summit_OUTN_MGF,12751,35.70750503,-0.160070046,58,K739634_900_06F,,,,58,300,0,35.70750503,-0.160070046, ,639 02 90 13982,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634962,EXCCG-1,639,2,17042,2,,5046,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 5046 17042,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635794,EXCCG-1,639,2,8804,4,,5126,,,,,,GSM,,4,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 5126 8804,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635447,EXCCG-1,639,2,11432,2,,2018,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,13927_NE_EL1143-Oloitoktok_Kamukunji_OUTE_MGF-2,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632842,EXCCG-1,639,2,19651,1,,9275,,,,,,GSM,,1,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 9275 19651,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502631605,EXCCG-1,639,2,11590,0,,2007,,,,,,GSM,,0,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,13961_NE_EL1159-Kitui_KNH_OUTH-0,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635134,EXCCG-1,639,2,13012,2,,2014,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 2014 13012,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502631675,EXCCG-1,639,2,13095,5,,2036,,,,,,GSM,,5,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,16651_NE_EL1309-Wanzua-5,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502631715,EXCCG-1,639,2,12446,6,,2022,,,,,,GSM,,6,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,16661_NE_EL1244-Airtel_Kalawa-6,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634967,EXCCG-1,639,2,13550,0,,2004,,,,,,GSM,,0,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,15028_CO_EL1355-MAREMBO_NORTH_OUTB-0,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632229,EXCCG-1,639,2,17151,1,,5017,,,,,,GSM,,1,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,13370_WN_WL1715-Matieko_OUTL-1,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634225,EXCCG-1,639,2,5984,4,,5099,,,,,,GSM,,4,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,13366_WN_WN0598-Airtel_Ongalo_Market-4,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634031,EXCCG-1,639,2,4511,1,,5084,,,,,,GSM,,1,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14976_WN_WN0451-Webuye_Hospital_Yu_OUTL-1,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632828,EXCCG-1,639,2,19062,2,,2176,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 2176 19062,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502633134,EXCCG-1,639,2,15470,0,,5056,,,,,,GSM,,0,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14896_RV_WL1547-Bondet_Tea_Estate_OUTN-0,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635934,EXCCG-1,639,2,8745,5,,5115,,,,,,GSM,,5,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,13001_RV_WU0874-Kapenguria_OUTD_MGF_HUB-5,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634735,EXCCG-1,639,2,9685,5,,5016,,,,,,GSM,,5,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14557_RV_WU0968-Orange_Lodwar_OUTH-5,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635738,EXCCG-1,639,2,17665,5,,2050,,,,,,GSM,,5,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 2050 17665,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634680,EXCCG-1,639,2,4720,0,,5119,,,,,,GSM,,0,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14949_WN_WN0472-Sabatia Market _OUTL-0,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-658104,EXCCG-1,639,2,12701,1,,2120,,,,,,GSM,14727_CO_EL1270,14727_CO_EL12701,14727_CO_EL1270-KIZURINI_OUTB_MGF,14727_CO_EL1270-KIZURINI_OUTB_MGF,14727,39.61894444,-3.807555556,40,H-AQU4518R24_943_02RV,,,,35,173,0,39.61894444,-3.807555556, ,14727_CO_EL1270-KIZURINI_OUTB-1,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635218,EXCCG-1,639,2,17574,4,,2004,,,,,,GSM,,4,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 2004 17574,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502633224,EXCCG-1,639,2,504,4,,5105,,,,,,GSM,,4,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,12911_WN_WN0050-Kipasi_OUTL-4,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632757,EXCCG-1,639,2,16532,2,,2108,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,13937_MK_EU1988-Bura_East_S_OUTA-2,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502631780,EXCCG-1,639,2,15454,4,,892,,,,,,GSM,,4,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14785_RV_WL1545-Mindilwet_OUTN-4,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634938,EXCCG-1,639,2,1714,4,,5073,,,,,,GSM,,4,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14339_WN_WN0171-Busia_CBD_OUTL-4,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632006,EXCCG-1,639,2,496,6,,2027,,,,,,GSM,,6,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,12483_NE_EC0049-Mbilini_OUTE_MGF_HUB-6,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635103,EXCCG-1,639,2,15754,4,,2014,,,,,,GSM,,4,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 2014 15754,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634763,EXCCG-1,639,2,6830,0,,5155,,,,,,GSM,,0,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,16353_WN_WN0683-Onyinjo-0,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632824,EXCCG-1,639,2,8024,4,,2177,,,,,,GSM,,4,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,12481_NE_EL0802-Kitui_Kalundu_OUTE_MGF-4,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502633118,EXCCG-1,639,2,251,1,,5065,,,,,,GSM,,1,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,12855_WN_WN0025-Kisumu_Industrial_OUTL_BNK-1,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502633165,EXCCG-1,639,2,12330,0,,5056,,,,,,GSM,,0,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,12710_RV_WL1233-Tulwet_OUTN-0,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-658364,EXCCG-1,639,2,13390,0,,4071,,,,,,GSM,14106_NE_NM1339,14106_NE_NM13390,14106_NE_NM1339-Kiserian_Town_OUTN_II_MGF,14106_NE_NM1339-Kiserian_Town_OUTN_II_MGF,14106,36.68591667,-1.429333333,29,K80010965_943MHz_10V,,,,25.58,11,0,36.68591667,-1.429333333, ,14106_NE_NM1339-Kiserian_Town_OUTN_II_MGF-0,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502631649,EXCCG-1,639,2,8032,2,,2007,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,12482_NE_EL0803-Kitui_Majengo_OUTH-2,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-4071 12042,EXCCG-1,639,2,12042,2,,4071,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,0,#N/A,#N/A, ,639 02 4071 12042,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632804,EXCCG-1,639,2,9914,4,,994,,,,,,GSM,,4,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14044_RV_WU0991-Mois_Bridge_OUTN_MGF-4,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-657969,EXCCG-1,639,2,15674,4,,5008,,,,,,GSM,16102_RV_WL1567,16102_RV_WL15674,16102_RV_WL1567-Ambusket_OUTN_MGF,16102_RV_WL1567-Ambusket_OUTN_MGF,16102,35.635066,-0.640318,60,K80010826_1800Mhz_04V,,,,60,110,0,35.635066,-0.640318, ,16102_RV_WL1567-Ambusket_OUTN-4,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634009,EXCCG-1,639,2,6192,2,,5084,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,15556_WN_WN0619-Kapkechui-2,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502636196,EXCCG-1,639,2,18461,1,,9999,,,,,,GSM,,1,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 9999 18461,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-488151,EXCCG-1,639,2,13900,0,,2126,,,,,,GSM,15225_CO_EL1390,15225_CO_EL13900,15225_CO_EL1390-Kilimangode_OUTB_MGF,15225_CO_EL1390-Kilimangode_OUTB_MGF,15225,39.07561,-4.35003,43.5,K80010310_900_04V,,,,41.5,31,0,39.07561,-4.35003, ,15225_CO_EL1390-Kilimangode_OUTB-0,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632861,EXCCG-1,639,2,19651,1,,8784,,,,,,GSM,,1,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 8784 19651,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634524,EXCCG-1,639,2,2164,4,,5071,,,,,,GSM,,4,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14309_WN_WN0216-Mukulusi_OUTL-4,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634997,EXCCG-1,639,2,14101,1,,2004,,,,,,GSM,,1,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,16641_CO_EL1410-Kilifi_Bofa_OUTB-1,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635000,EXCCG-1,639,2,10096,6,,2004,,,,,,GSM,,6,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,13816_CO_EL1009-PWANI_UNIVERSITY_OUTB-6,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-658288,EXCCG-1,639,2,16286,6,,5037,,,,,,GSM,15167_RV_WL1628,15167_RV_WL16286,15167_RV_WL1628-YU_Londiani_Mount_Area_OUTN_MGF,15167_RV_WL1628-YU_Londiani_Mount_Area_OUTN_MGF,15167,35.65693,-0.08656,33,K80010504_1800_01V,,,,33,330,0,35.65693,-0.08656, ,15167_RV_WL1628-YU_Londiani_Mount_Area_OUTN-6,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634676,EXCCG-1,639,2,2071,1,,5069,,,,,,GSM,,1,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14208_WN_WN0207-Shitswitswi_OUTL-1,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502636248,EXCCG-1,639,2,17310,0,,5089,,,,,,GSM,,0,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,17821_RV_WU1731-Kiborokwa_OUTD-0,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635812,EXCCG-1,639,2,11390,0,,2018,,,,,,GSM,,0,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,17149_NE_NO1139-Oloodo_Hill-0,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632276,EXCCG-1,639,2,17642,2,,895,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,15566_WN_WL1764-Nyamira_OUTL_Market-2,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632632,EXCCG-1,639,2,3612,2,,2074,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 2074 3612,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635153,EXCCG-1,639,2,9774,4,,2014,,,,,,GSM,,4,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 2014 9774,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632993,EXCCG-1,639,2,9752,2,,12112,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 12112 9752,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634195,EXCCG-1,639,2,5384,4,,5099,,,,,,GSM,,4,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,15396_WN_WN0538-Kakdhimu_OUTL-4,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635307,EXCCG-1,639,2,8422,2,,4120,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,13982_CO_EL0842-Mtito_Andei_Hill_OUTB-2,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634652,EXCCG-1,639,2,4781,1,,5069,,,,,,GSM,,1,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14952_WN_WN0478-Imanga_OUTL-1,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634087,EXCCG-1,639,2,1230,0,,5075,,,,,,GSM,,0,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,13601_WN_WN0123-Madiany_OUTL-0,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632844,EXCCG-1,639,2,19651,1,,12101,,,,,,GSM,,1,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 12101 19651,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632163,EXCCG-1,639,2,12815,5,,895,,,,,,GSM,,5,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,12872_WN_WL1281-Ritongo_Hill_MSR_MGF_HUB-5,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634917,EXCCG-1,639,2,1210,0,,5073,,,,,,GSM,,0,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,12989_WN_WN0121-Busia_FTC_OUTL-0,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635036,EXCCG-1,639,2,9752,2,,2004,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 2004 9752,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-225685,EXCCG-1,639,2,1472,2,,5137,,,,,,GSM,14491_RV_WN0147,14491_RV_WN01472,14491_RV_WN0147-Kapsisiywa_OUTL_MGF,14491_RV_WN0147-Kapsisiywa_OUTL_MGF,14491,35.04811111,0.334972222,43.68,K80010306_900_03V,,,,43.68,255,0,35.04811111,0.334972222, ,14491_RV_WN0147-Kapsisiywa_OUTN-2,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635371,EXCCG-1,639,2,14671,1,,2019,,,,,,GSM,,1,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,16824_CO_EL1467-Kyusyani_OUTB_MGF-1,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632029,EXCCG-1,639,2,7581,1,,2027,,,,,,GSM,,1,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,15791_NE_EC0758-Airtel_Kabaa-1,,,,,,
