cellDN,controllerName,mcc,mnc,cellId,,,cellLac,cellExpectedCellRadius,cellType,cellDeploymentType,cellSectorIdentifier,cellBtsId,cellTechnology,siteIdentifier,cellid,siteAddress,siteTopologyName,siteT,siteLocationLongitude,siteLocationLatitude,siteLocationGroundHeight,antennaType,antennaAttenuationPattern,antennaGsmPropagationModel,antennaWcdmaPropagationModel,antennaEffectiveHeight,antennaBearing,antennaTilt,antennaLocationLongitude,antennaLocationLatitude,antennaState,cellName,antennaId,antennaHorBeamwidth,antennaTotalTilt,antennaVerBeamwidth,antennaDirectivity,antennaLineLoss
PLMN-PLMN/BSC-900649/BCF-238/BTS-241,KSMBSC2118,639,2,3164,4,,5162,,,,4,241,GSM,14637_WN_WN0316,14637_WN_WN03164,14637_WN_WN0316-Nyagunda_OUTL_MGF,14637_WN_WN0316-Nyagunda_OUTL_MGF,14637,34.254252,-0.20692,0,K742215_1800_03V,,,,43,3,1.5,34.254252,-0.20692,1,NYAGUNDAMR4,,,,,,
PLMN-PLMN/BSC-900649/BCF-262/BTS-265,KSMBSC2118,639,2,4834,4,,5077,,,,6,265,GSM,15002_WN_WN0483,15002_WN_WN04834,15002_WN_WN0483-Osieko_OUTL_MGF,15002_WN_WN0483-Osieko_OUTL_MGF,15002,34.01742222,-0.030427778,0,K80010504_1800_02V,,,,34,0,2,34.01742222,-0.030427778,1,OSIEKODCS4,,,,,,
PLMN-PLMN/BSC-900649/BCF-82/BTS-83,KSMBSC2118,639,2,2961,1,,5075,,,,2,83,GSM,13285_WN_WN0296,13285_WN_WN02961,13285_WN_WN0296-Kandindi_OUTL_MGF,13285_WN_WN0296-Kandindi_OUTL_MGF,13285,34.365701,-0.173351,0,PW5473_900_05V,,,,30,120,3,34.365701,-0.173351,1,KANDINDI1,,,,,,
PLMN-PLMN/BSC-900649/BCF-1895/BTS-1900,KSMBSC2118,639,2,5946,6,,5075,,,,6,1900,GSM,16375_WN_WN0594,16375_WN_WN05946,16375_WN_WN0594-Bondo_Technical_Training_Institute_OUTL_MGF,16375_WN_WN0594-Bondo_Technical_Training_Institute_OUTL_MGF,16375,34.26396,-0.14825,0,K80010699_1800Mhz_02V,,,,44,294,0,34.26396,-0.14825,1,BONDOTTI6,,,,,,
PLMN-PLMN/BSC-900649/BCF-262/BTS-264,KSMBSC2118,639,2,4832,2,,5077,,,,3,264,GSM,15002_WN_WN0483,15002_WN_WN04832,15002_WN_WN0483-Osieko_OUTL_MGF,15002_WN_WN0483-Osieko_OUTL_MGF,15002,34.01742222,-0.030427778,0,K80010310_900_04V,,,,34,223,1,34.01742222,-0.030427778,1,OSIEKO2,,,,,,
PLMN-PLMN/BSC-900649/BCF-1877/BTS-1878,KSMBSC2118,639,2,5161,1,,5075,,,,2,1878,GSM,15138_WN_WN0516,15138_WN_WN05161,15138_WN_WN0516-Tingwangi_Market_OUTL_MGF,15138_WN_WN0516-Tingwangi_Market_OUTL_MGF,15138,34.28594444,-0.022333333,0,K80010310_900_03V,,,,44,200,0,34.28594444,-0.022333333,1,TINGWANGP1,,,,,,
PLMN-PLMN/BSC-900649/BCF-1961/BTS-1962,KSMBSC2118,639,2,6971,1,,5075,,,,2,1962,GSM,18285_WN_WN0697,18285_WN_WN06971,18285_WN_WN0697-Atilili_Junction_NEW,18285_WN_WN0697-Atilili_Junction_NEW,18285,34.259525,-0.102975,1265,K80010868_900_02V,,,,34,170,0,34.259525,-0.102975, ,ATILIJNCTN1,,,,,,
PLMN-PLMN/BSC-900649/BCF-1088/BTS-1092,KSMBSC2118,639,2,656,6,,5077,,,,5,1092,GSM,13735_WN_WN0065,13735_WN_WN00656,13735_WN_WN0065-Kandenge_OUTL_MGF,13735_WN_WN0065-Kandenge_OUTL_MGF,13735,34.1788184,0.017267657,0,K742215_1800_00V,,,,14,265,0,34.1788184,0.017267657,1,KANDENGEDCP6,,,,,,
PLMN-PLMN/BSC-900649/BCF-112/BTS-112,KSMBSC2118,639,2,2910,0,,5075,,,,1,112,GSM,14655_WN_WN0291,14655_WN_WN02910,14655_WN_WN0291-Bondo_University_OUTL_MGF,14655_WN_WN0291-Bondo_University_OUTL_MGF,14655,34.25919444,-0.092972222,0,K80010868_900_04V,,,,40,25,1,34.25919444,-0.092972222,1,BONDOUNIVER0,,,,,,
PLMN-PLMN/BSC-900649/BCF-1662/BTS-1667,KSMBSC2118,639,2,4526,6,,5075,,,,6,1667,GSM,16385_WN_WN0452,16385_WN_WN04526,16385_WN_WN0452-Bondo_Mlimani_OUTL,16385_WN_WN0452-Bondo_Mlimani_OUTL,16385,34.27619444,-0.092138889,0,K80010698_1800Mhz_02V,,,,30,260,3,34.27619444,-0.092138889,1,BONDOMLIMANI6,,,,,,
PLMN-PLMN/BSC-900649/BCF-238/BTS-240,KSMBSC2118,639,2,3162,2,,5162,,,,3,240,GSM,14637_WN_WN0316,14637_WN_WN03162,14637_WN_WN0316-Nyagunda_OUTL_MGF,14637_WN_WN0316-Nyagunda_OUTL_MGF,14637,34.254252,-0.20692,0,K80010305_900_00V,,,,43,231,1.5,34.254252,-0.20692,1,NYAGUNDAMR2,,,,,,
PLMN-PLMN/BSC-900649/BCF-943/BTS-946,KSMBSC2118,639,2,5764,4,,5075,,,,4,946,GSM,15721_WN_WN0576,15721_WN_WN05764,15721_WN_WN0576-EATON_Maranda_MGF,15721_WN_WN0576-EATON_Maranda_MGF,15721,34.22464856,-0.09050663,0,K80010699_1800Mhz_02V,,,,32,8,3.5,34.22464856,-0.09050663,1,ARTLMARANDA4,,,,,,
PLMN-PLMN/BSC-900649/BCF-955/BTS-959,KSMBSC2118,639,2,6015,5,,5078,,,,5,959,GSM,13363_WN_WN0601,13363_WN_WN06015,13363_WN_WN0601-Dienya_OUTL_MGF,13363_WN_WN0601-Dienya_OUTL_MGF,13363,34.4046,-0.0033,0,K80010699_1800Mhz_02V,,,,39,122,1,34.4046,-0.0033,1,DIENYA5,,,,,,
PLMN-PLMN/BSC-900649/BCF-226/BTS-230,KSMBSC2118,639,2,1235,5,,5162,,,,5,230,GSM,13601_WN_WN0123,13601_WN_WN01235,13601_WN_WN0123-Madiany_OUTL_MGF,13601_WN_WN0123-Madiany_OUTL_MGF,13601,34.32445833,-0.283138889,0,PW7755_1800_02V,,,,40,177,2,34.32445833,-0.283138889,1,MADIANYMR5,,,,,,
PLMN-PLMN/BSC-900649/BCF-238/BTS-239,KSMBSC2118,639,2,3161,1,,5162,,,,2,239,GSM,14637_WN_WN0316,14637_WN_WN03161,14637_WN_WN0316-Nyagunda_OUTL_MGF,14637_WN_WN0316-Nyagunda_OUTL_MGF,14637,34.254252,-0.20692,0,K80010310_900_02V,,,,43,125,1.5,34.254252,-0.20692,1,NYAGUNDAMR1,,,,,,
PLMN-PLMN/BSC-900649/BCF-937/BTS-941,KSMBSC2118,639,2,6365,5,,5162,,,,5,941,GSM,13362_WN_WN0636,13362_WN_WN06365,13362_WN_WN0636-EATON_Ragegni_MGF,13362_WN_WN0636-EATON_Ragegni_MGF,13362,34.36367,-0.26861,0,K80010699_1800Mhz_02V,,,,47,170,0,34.36367,-0.26861,1,RAGEGNI5,,,,,,
PLMN-PLMN/BSC-900649/BCF-1877/BTS-1882,KSMBSC2118,639,2,5166,6,,5075,,,,6,1882,GSM,15138_WN_WN0516,15138_WN_WN05166,15138_WN_WN0516-Tingwangi_Market_OUTL_MGF,15138_WN_WN0516-Tingwangi_Market_OUTL_MGF,15138,34.28594444,-0.022333333,0,K80010504_1800_00V,,,,44,316,0,34.28594444,-0.022333333,1,TINGWANGP6,,,,,,
PLMN-PLMN/BSC-900649/BCF-1668/BTS-1670,KSMBSC2118,639,2,5822,2,,5162,,,,3,1670,GSM,16378_WN_WN0582,16378_WN_WN05822,16378_WN_WN0582-Ndigwa_OUTL,16378_WN_WN0582-Ndigwa_OUTL,16378,34.31681944,-0.352994444,0,K80010699_900Mhz_04V,,,,43,322,1,34.31681944,-0.352994444,1,NDIGWA2,,,,,,
PLMN-PLMN/BSC-900649/BCF-955/BTS-956,KSMBSC2118,639,2,6011,1,,5078,,,,2,956,GSM,13363_WN_WN0601,13363_WN_WN06011,13363_WN_WN0601-Dienya_OUTL_MGF,13363_WN_WN0601-Dienya_OUTL_MGF,13363,34.4046,-0.0033,0,K80010699_900Mhz_02V,,,,39,122,1,34.4046,-0.0033,1,DIENYA1,,,,,,
PLMN-PLMN/BSC-900649/BCF-1973/BTS-1978,KSMBSC2118,639,2,7096,6,,5075,,,,6,1978,GSM,18286_WN_WN0709,18286_WN_WN07096,18286_WN_WN0709-Bondo_Center_OUTL_MGF ,18286_WN_WN0709-Bondo_Center_OUTL_MGF ,18286,34.27711111,-0.103527778,,K80010868_1800_03V,,,,25,280,0,34.27711111,-0.103527778, ,BONDOCNTR6,,,,,,
PLMN-PLMN/BSC-900649/BCF-1979/BTS-1979,KSMBSC2118,639,2,8540,0,,5077,,,,1,1979,GSM,,0,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,UHANYA0,,,,,,
PLMN-PLMN/BSC-900649/BCF-1955/BTS-1959,KSMBSC2118,639,2,7745,5,,5077,,,,5,1959,GSM,17880_WN_WN0774,17880_WN_WN07745,17880_WN_WN0774-Othach_MGF_OUTL,17880_WN_WN0774-Othach_MGF_OUTL,17880,34.20677778,-0.028527778,,K80010868_1800_03V,,,,45,120,0,34.20677778,-0.028527778, ,OTHACH5,,,,,,
PLMN-PLMN/BSC-900649/BCF-250/BTS-251,KSMBSC2118,639,2,3201,1,,5077,,,,2,251,GSM,14677_WN_WN0320,14677_WN_WN03201,14677_WN_WN0320-Namonye_OUTL_MGF,14677_WN_WN0320-Namonye_OUTL_MGF,14677,34.149758,-0.051652,0,K80010305_900_01V,,,,44,122,1.5,34.149758,-0.051652,1,NAMONYEMR1,,,,,,
PLMN-PLMN/BSC-900649/BCF-76/BTS-80,KSMBSC2118,639,2,2975,5,,5075,,,,5,80,GSM,13841_WN_WN0297,13841_WN_WN02975,13841_WN_WN0297-Nyagoko_OUTL_MGF,13841_WN_WN0297-Nyagoko_OUTL_MGF,13841,34.314991,-0.173443,0,K742265_1800_02V,,,,35,188,2,34.314991,-0.173443,1,NYAGOKODCS5,,,,,,
PLMN-PLMN/BSC-900649/BCF-214/BTS-219,KSMBSC2118,639,2,636,6,,5077,,,,6,219,GSM,12933_WN_WN0063,12933_WN_WN00636,12933_WN_WN0063-Usigu_OUTL_MGF,12933_WN_WN0063-Usigu_OUTL_MGF,12933,34.09352222,-0.060116667,0,K742215_1800_00V,,,,40,351,1.5,34.09352222,-0.060116667,1,USIGUMR6,,,,,,
PLMN-PLMN/BSC-900649/BCF-226/BTS-231,KSMBSC2118,639,2,1236,6,,5162,,,,6,231,GSM,13601_WN_WN0123,13601_WN_WN01236,13601_WN_WN0123-Madiany_OUTL_MGF,13601_WN_WN0123-Madiany_OUTL_MGF,13601,34.32445833,-0.283138889,0,PW7755_1800_02V,,,,38,300,0,34.32445833,-0.283138889,1,MADIANYMR6,,,,,,
PLMN-PLMN/BSC-900649/BCF-1955/BTS-1958,KSMBSC2118,639,2,7744,4,,5077,,,,4,1958,GSM,17880_WN_WN0774,17880_WN_WN07744,17880_WN_WN0774-Othach_MGF_OUTL,17880_WN_WN0774-Othach_MGF_OUTL,17880,34.20677778,-0.028527778,,K80010868_1800_03V,,,,45,0,0,34.20677778,-0.028527778, ,OTHACH4,,,,,,
PLMN-PLMN/BSC-900649/BCF-130/BTS-134,KSMBSC2118,639,2,705,5,,5075,,,,5,134,GSM,12941_WN_WN0070,12941_WN_WN00705,12941_WN_WN0070-Bondo_TKL_WMX_OUTL_MGF,12941_WN_WN0070-Bondo_TKL_WMX_OUTL_MGF,12941,34.27390278,-0.099872222,0,K80010826_1800Mhz_00V,,,,44,116,0,34.27390278,-0.099872222,1,BONDOTKLDCS5,,,,,,
PLMN-PLMN/BSC-900649/BCF-1979/BTS-1983,KSMBSC2118,639,2,8545,5,,5077,,,,5,1983,GSM,,5,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,UHANYA5,,,,,,
PLMN-PLMN/BSC-900649/BCF-238/BTS-238,KSMBSC2118,639,2,3160,0,,5162,,,,1,238,GSM,14637_WN_WN0316,14637_WN_WN03160,14637_WN_WN0316-Nyagunda_OUTL_MGF,14637_WN_WN0316-Nyagunda_OUTL_MGF,14637,34.254252,-0.20692,0,K80010305_900_02V,,,,43,355,0.5,34.254252,-0.20692,1,NYAGUNDAMR0,,,,,,
PLMN-PLMN/BSC-900649/BCF-1901/BTS-1903,KSMBSC2118,639,2,5802,2,,5075,,,,3,1903,GSM,16379_WN_WN0580,16379_WN_WN05802,16379_WN_WN0580-Lwak_OUTL_MGF,16379_WN_WN0580-Lwak_OUTL_MGF,16379,34.3574,-0.1403,0,K80010698_900Mhz_04V,,,,34,244,1,34.3574,-0.1403,1,LWAK2,,,,,,
PLMN-PLMN/BSC-900649/BCF-955/BTS-957,KSMBSC2118,639,2,6012,2,,5078,,,,3,957,GSM,13363_WN_WN0601,13363_WN_WN06012,13363_WN_WN0601-Dienya_OUTL_MGF,13363_WN_WN0601-Dienya_OUTL_MGF,13363,34.4046,-0.0033,0,K80010699_900Mhz_02V,,,,39,242,0.5,34.4046,-0.0033,1,DIENYA2,,,,,,
PLMN-PLMN/BSC-900649/BCF-136/BTS-137,KSMBSC2118,639,2,871,1,,5075,,,,2,137,GSM,12959_WN_WN0087,12959_WN_WN00871,12959_WN_WN0087-Gobei_OUTL_MGF_HUB,12959_WN_WN0087-Gobei_OUTL_MGF_HUB,12959,34.327129,-0.096816,0,PW7750_900_05V,,,,38,162,3,34.327129,-0.096816,1,GOBEI1,,,,,,
PLMN-PLMN/BSC-900649/BCF-955/BTS-958,KSMBSC2118,639,2,6014,4,,5078,,,,4,958,GSM,13363_WN_WN0601,13363_WN_WN06014,13363_WN_WN0601-Dienya_OUTL_MGF,13363_WN_WN0601-Dienya_OUTL_MGF,13363,34.4046,-0.0033,0,K80010699_1800Mhz_02V,,,,39,355,0.5,34.4046,-0.0033,1,DIENYA4,,,,,,
PLMN-PLMN/BSC-900649/BCF-214/BTS-215,KSMBSC2118,639,2,631,1,,5077,,,,2,215,GSM,12933_WN_WN0063,12933_WN_WN00631,12933_WN_WN0063-Usigu_OUTL_MGF,12933_WN_WN0063-Usigu_OUTL_MGF,12933,34.09352222,-0.060116667,0,K80010306_900_02V,,,,59,266,2.5,34.09352222,-0.060116667,1,USIGUMR1,,,,,,
PLMN-PLMN/BSC-900649/BCF-250/BTS-255,KSMBSC2118,639,2,3206,6,,5077,,,,6,255,GSM,14677_WN_WN0320,14677_WN_WN03206,14677_WN_WN0320-Namonye_OUTL_MGF,14677_WN_WN0320-Namonye_OUTL_MGF,14677,34.149758,-0.051652,0,PW77550_1800_00V,,,,44,237,1.5,34.149758,-0.051652,1,NAMONYEMR6,,,,,,
PLMN-PLMN/BSC-900649/BCF-244/BTS-249,KSMBSC2118,639,2,3186,6,,5162,,,,6,249,GSM,14352_WN_WN0318,14352_WN_WN03186,14352_WN_WN0318-Kotieno_OUTL_MGF,14352_WN_WN0318-Kotieno_OUTL_MGF,14352,34.30123333,-0.349647222,0,K742225_1800_03V,,,,59,333,1.5,34.30123333,-0.349647222,1,KOTIENOMR6,,,,,,
PLMN-PLMN/BSC-900649/BCF-256/BTS-261,KSMBSC2118,639,2,3266,6,,5162,,,,6,261,GSM,14520_WN_WN0326,14520_WN_WN03266,14520_WN_WN0326-RanaloIP_OUTL_MGF,14520_WN_WN0326-RanaloIP_OUTL_MGF,14520,34.352974,-0.254051,0,K742215_1800_02V,,,,40,310,0,34.352974,-0.254051,1,RANALOVIPMR66,,,,,,
PLMN-PLMN/BSC-900649/BCF-1973/BTS-1975,KSMBSC2118,639,2,7092,2,,5075,,,,3,1975,GSM,18286_WN_WN0709,18286_WN_WN07092,18286_WN_WN0709-Bondo_Center_OUTL_MGF ,18286_WN_WN0709-Bondo_Center_OUTL_MGF ,18286,34.27711111,-0.103527778,,K80010868_900_03V,,,,25,280,0,34.27711111,-0.103527778, ,BONDOCNTR2,,,,,,
PLMN-PLMN/BSC-900649/BCF-1662/BTS-1665,KSMBSC2118,639,2,4524,4,,5075,,,,4,1665,GSM,16385_WN_WN0452,16385_WN_WN04524,16385_WN_WN0452-Bondo_Mlimani_OUTL,16385_WN_WN0452-Bondo_Mlimani_OUTL,16385,34.27619444,-0.092138889,0,K80010698_1800Mhz_02V,,,,44,0,2,34.27619444,-0.092138889,1,BONDOMLIMANI4,,,,,,
PLMN-PLMN/BSC-900649/BCF-220/BTS-223,KSMBSC2118,639,2,644,4,,5077,,,,4,223,GSM,12937_WN_WN0064,12937_WN_WN00644,12937_WN_WN0064-Usengi_OUTL_MGF,12937_WN_WN0064-Usengi_OUTL_MGF,12937,34.05576022,-0.067724866,0,K742223_1800_02V,,,,44,0,0.5,34.05576022,-0.067724866,1,USENGIMR4,,,,,,
PLMN-PLMN/BSC-900649/BCF-1979/BTS-1980,KSMBSC2118,639,2,8541,1,,5077,,,,2,1980,GSM,,1,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,UHANYA1,,,,,,
PLMN-PLMN/BSC-900649/BCF-1124/BTS-1127,KSMBSC2118,639,2,2954,4,,5075,,,,4,1127,GSM,13900_WN_WN0295,13900_WN_WN02954,13900_WN_WN0295-Bar_Obel_OUTL_MGF,13900_WN_WN0295-Bar_Obel_OUTL_MGF,13900,34.33409948,-0.037449749,0,K741989_1800_02V,,,,38,38,3,34.33409948,-0.037449749,1,BAROBELDCP4,,,,,,
PLMN-PLMN/BSC-900649/BCF-1961/BTS-1961,KSMBSC2118,639,2,6970,0,,5075,,,,1,1961,GSM,18285_WN_WN0697,18285_WN_WN06970,18285_WN_WN0697-Atilili_Junction_NEW,18285_WN_WN0697-Atilili_Junction_NEW,18285,34.259525,-0.102975,1265,K80010868_900_02V,,,,34,50,0,34.259525,-0.102975, ,ATILIJNCTN0,,,,,,
PLMN-PLMN/BSC-900649/BCF-1865/BTS-1868,KSMBSC2118,639,2,4814,4,,5077,,,,4,1868,GSM,15135_WN_WN0481,15135_WN_WN04814,15135_WN_WN0481-Got_Serawuongo_OUTL_MGF,15135_WN_WN0481-Got_Serawuongo_OUTL_MGF,15135,34.12568056,-0.151625,0,K80010679_1800_02V,,,,44,48,3,34.12568056,-0.151625,1,SERAWUONGODCP4,,,,,,
PLMN-PLMN/BSC-900649/BCF-1973/BTS-1973,KSMBSC2118,639,2,7090,0,,5075,,,,1,1973,GSM,18286_WN_WN0709,18286_WN_WN07090,18286_WN_WN0709-Bondo_Center_OUTL_MGF ,18286_WN_WN0709-Bondo_Center_OUTL_MGF ,18286,34.27711111,-0.103527778,,K80010868_900_03V,,,,25,40,0,34.27711111,-0.103527778, ,BONDOCNTR0,,,,,,
PLMN-PLMN/BSC-900649/BCF-907/BTS-911,KSMBSC2118,639,2,5325,5,,5077,,,,5,911,GSM,15405_WN_WN0532,15405_WN_WN05325,15405_WN_WN0532-Bondo_Kwach_Teachers_College_OUTL_MGF,15405_WN_WN0532-Bondo_Kwach_Teachers_College_OUTL_MGF,15405,34.10883,-0.00467,0,K742266_1800_00V,,,,29,113,1,34.10883,-0.00467,1,BONDOKWACH5,,,,,,
PLMN-PLMN/BSC-900649/BCF-1668/BTS-1672,KSMBSC2118,639,2,5825,5,,5162,,,,5,1672,GSM,16378_WN_WN0582,16378_WN_WN05825,16378_WN_WN0582-Ndigwa_OUTL,16378_WN_WN0582-Ndigwa_OUTL,16378,34.31681944,-0.352994444,0,K80010699_1800Mhz_02V,,,,43,193,2,34.31681944,-0.352994444,1,NDIGWA5,,,,,,
PLMN-PLMN/BSC-900649/BCF-1064/BTS-1068,KSMBSC2118,639,2,3085,5,,5078,,,,5,1068,GSM,14277_WN_WN0308,14277_WN_WN03085,14277_WN_WN0308-Ndori_OUTL_MGF,14277_WN_WN0308-Ndori_OUTL_MGF,14277,34.37931389,-0.07175,0,K80010965_915MHz_03V,,,,44,120,2,34.37931389,-0.07175,1,NDORIDCP5,,,,,,
PLMN-PLMN/BSC-900649/BCF-1943/BTS-1943,KSMBSC2118,639,2,5770,0,,5162,,,,1,1943,GSM,16940_WN_WN0577,16940_WN_WN05770,16940_WN_WN0577-Aram_Market_OUTL,16940_WN_WN0577-Aram_Market_OUTL,16940,34.3371,-0.2092,0,K80010868_900_02V,,,,35,0,0,34.3371,-0.2092,1,ARAMMARKET0,,,,,,
PLMN-PLMN/BSC-900649/BCF-220/BTS-221,KSMBSC2118,639,2,641,1,,5077,,,,2,221,GSM,12937_WN_WN0064,12937_WN_WN00641,12937_WN_WN0064-Usengi_OUTL_MGF,12937_WN_WN0064-Usengi_OUTL_MGF,12937,34.05576022,-0.067724866,0,K80010306_900_02V,,,,44,150,1,34.05576022,-0.067724866,1,USENGIMR1,,,,,,
PLMN-PLMN/BSC-900649/BCF-943/BTS-943,KSMBSC2118,639,2,5760,0,,5075,,,,1,943,GSM,15721_WN_WN0576,15721_WN_WN05760,15721_WN_WN0576-EATON_Maranda_MGF,15721_WN_WN0576-EATON_Maranda_MGF,15721,34.22464856,-0.09050663,0,K80010699_900Mhz_03V,,,,32,8,3.5,34.22464856,-0.09050663,1,ARTLMARANDA0,,,,,,
PLMN-PLMN/BSC-900649/BCF-650/BTS-655,KSMBSC2118,639,2,5906,6,,5162,,,,6,655,GSM,16132_WN_WN0590,16132_WN_WN05906,16132_WN_WN0590-Wichlum_OUTL_MGF,16132_WN_WN0590-Wichlum_OUTL_MGF,16132,34.2099,-0.2245,0,K80010826_1800Mhz_04V,,,,39,348,0.5,34.2099,-0.2245,1,WICHLUM6,,,,,,
PLMN-PLMN/BSC-900649/BCF-1961/BTS-1963,KSMBSC2118,639,2,6972,2,,5075,,,,3,1963,GSM,18285_WN_WN0697,18285_WN_WN06972,18285_WN_WN0697-Atilili_Junction_NEW,18285_WN_WN0697-Atilili_Junction_NEW,18285,34.259525,-0.102975,1265,K80010868_900_02V,,,,34,290,0,34.259525,-0.102975, ,ATILIJNCTN2,,,,,,
PLMN-PLMN/BSC-900649/BCF-943/BTS-947,KSMBSC2118,639,2,5765,5,,5075,,,,5,947,GSM,15721_WN_WN0576,15721_WN_WN05765,15721_WN_WN0576-EATON_Maranda_MGF,15721_WN_WN0576-EATON_Maranda_MGF,15721,34.22464856,-0.09050663,0,K80010699_1800Mhz_02V,,,,32,172,5.5,34.22464856,-0.09050663,1,ARTLMARANDA5,,,,,,
PLMN-PLMN/BSC-900649/BCF-1865/BTS-1866,KSMBSC2118,639,2,4811,1,,5077,,,,2,1866,GSM,15135_WN_WN0481,15135_WN_WN04811,15135_WN_WN0481-Got_Serawuongo_OUTL_MGF,15135_WN_WN0481-Got_Serawuongo_OUTL_MGF,15135,34.12568056,-0.151625,0,K80010307_900_03V,,,,44,153,3.5,34.12568056,-0.151625,1,SERAWUONGP1,,,,,,
PLMN-PLMN/BSC-900649/BCF-1865/BTS-1865,KSMBSC2118,639,2,4810,0,,5077,,,,1,1865,GSM,15135_WN_WN0481,15135_WN_WN04810,15135_WN_WN0481-Got_Serawuongo_OUTL_MGF,15135_WN_WN0481-Got_Serawuongo_OUTL_MGF,15135,34.12568056,-0.151625,0,K80010310_900_03V,,,,44,47,3.5,34.12568056,-0.151625,1,SERAWUONGP0,,,,,,
PLMN-PLMN/BSC-900649/BCF-1895/BTS-1895,KSMBSC2118,639,2,5940,0,,5075,,,,1,1895,GSM,16375_WN_WN0594,16375_WN_WN05940,16375_WN_WN0594-Bondo_Technical_Training_Institute_OUTL_MGF,16375_WN_WN0594-Bondo_Technical_Training_Institute_OUTL_MGF,16375,34.26396,-0.14825,0,K80010699_900Mhz_04V,,,,44,65,0.5,34.26396,-0.14825,1,BONDOTTI0,,,,,,
PLMN-PLMN/BSC-900649/BCF-943/BTS-944,KSMBSC2118,639,2,5761,1,,5075,,,,2,944,GSM,15721_WN_WN0576,15721_WN_WN05761,15721_WN_WN0576-EATON_Maranda_MGF,15721_WN_WN0576-EATON_Maranda_MGF,15721,34.22464856,-0.09050663,0,K80010699_900Mhz_03V,,,,32,172,5.5,34.22464856,-0.09050663,1,ARTLMARANDA1,,,,,,
PLMN-PLMN/BSC-900649/BCF-1961/BTS-1966,KSMBSC2118,639,2,6976,6,,5075,,,,6,1966,GSM,18285_WN_WN0697,18285_WN_WN06976,18285_WN_WN0697-Atilili_Junction_NEW,18285_WN_WN0697-Atilili_Junction_NEW,18285,34.259525,-0.102975,1265,K80010868_1800_03V,,,,34,290,0,34.259525,-0.102975, ,ATILIJNCTN6,,,,,,
PLMN-PLMN/BSC-900649/BCF-1638/BTS-1639,KSMBSC2118,639,2,5781,1,,5075,,,,2,1639,GSM,15549_WN_WN0578,15549_WN_WN05781,15549_WN_WN0578-Barding_Market_GenOFF_MGF,15549_WN_WN0578-Barding_Market_GenOFF_MGF,15549,34.3237,0.0168,0,K80010699_900Mhz_03V,,,,41,140,0,34.3237,0.0168,1,BARDING1,,,,,,
PLMN-PLMN/BSC-900649/BCF-82/BTS-82,KSMBSC2118,639,2,2960,0,,5075,,,,1,82,GSM,13285_WN_WN0296,13285_WN_WN02960,13285_WN_WN0296-Kandindi_OUTL_MGF,13285_WN_WN0296-Kandindi_OUTL_MGF,13285,34.365701,-0.173351,0,K80010310_900_02V,,,,59,0,2.5,34.365701,-0.173351,1,KANDINDI0,,,,,,
PLMN-PLMN/BSC-900649/BCF-256/BTS-257,KSMBSC2118,639,2,3261,1,,5162,,,,2,257,GSM,14520_WN_WN0326,14520_WN_WN03261,14520_WN_WN0326-RanaloIP_OUTL_MGF,14520_WN_WN0326-RanaloIP_OUTL_MGF,14520,34.352974,-0.254051,0,K80010306_900_04V,,,,40,240,2,34.352974,-0.254051,1,RANALOVIPMR1,,,,,,
PLMN-PLMN/BSC-900649/BCF-250/BTS-254,KSMBSC2118,639,2,3205,5,,5077,,,,5,254,GSM,14677_WN_WN0320,14677_WN_WN03205,14677_WN_WN0320-Namonye_OUTL_MGF,14677_WN_WN0320-Namonye_OUTL_MGF,14677,34.149758,-0.051652,0,PW77550_1800_00V,,,,44,121,1,34.149758,-0.051652,1,NAMONYEMR5,,,,,,
PLMN-PLMN/BSC-900649/BCF-1901/BTS-1901,KSMBSC2118,639,2,5800,0,,5075,,,,1,1901,GSM,16379_WN_WN0580,16379_WN_WN05800,16379_WN_WN0580-Lwak_OUTL_MGF,16379_WN_WN0580-Lwak_OUTL_MGF,16379,34.3574,-0.1403,0,K80010698_900Mhz_04V,,,,34,1,1.5,34.3574,-0.1403,1,LWAK0,,,,,,
PLMN-PLMN/BSC-900649/BCF-250/BTS-250,KSMBSC2118,639,2,3200,0,,5077,,,,1,250,GSM,14677_WN_WN0320,14677_WN_WN03200,14677_WN_WN0320-Namonye_OUTL_MGF,14677_WN_WN0320-Namonye_OUTL_MGF,14677,34.149758,-0.051652,0,K80010305_900_02V,,,,44,357,0.5,34.149758,-0.051652,1,NAMONYEMR0,,,,,,
PLMN-PLMN/BSC-900649/BCF-1967/BTS-1968,KSMBSC2118,639,2,8591,1,,5075,,,,2,1968,GSM,18166_WN_WN0859,18166_WN_WN08591,18166_WN_WN0859-NDURU_MGF_OUTL,18166_WN_WN0859-NDURU_MGF_OUTL,18166,34.365303,0.0090096,0,K80010868_900_03V,,,,40,120,0,34.365303,0.0090096, ,NDURU1,,,,,,
